11:52:48 | root | INFO MainMenu: start running
12:50:42 | root | DEBUG size_x: 73
12:50:42 | root | DEBUG size_y: 201
12:50:42 | root | INFO GameStart: render again
12:50:42 | root | INFO Level2 | start run
12:50:46 | root | DEBUG spawn enemy
12:50:50 | root | DEBUG spawn enemy
12:50:53 | root | INFO player got hit! for 1 hp ( 9/10left )
12:50:54 | root | DEBUG spawn enemy
12:50:57 | root | DEBUG spawn enemy
12:51:00 | root | INFO player got hit! for 1 hp ( 8/10left )
12:51:01 | root | DEBUG spawn enemy
12:51:02 | root | INFO player got hit! for 1 hp ( 7/10left )
12:51:05 | root | DEBUG spawn enemy
12:51:05 | root | INFO player got hit! for 1 hp ( 6/10left )
12:51:09 | root | DEBUG spawn enemy
12:51:11 | root | INFO player got hit! for 1 hp ( 5/10left )
12:51:12 | root | DEBUG spawn enemy
12:51:13 | root | INFO player got hit! for 1 hp ( 4/10left )
12:51:14 | root | INFO Change screen!
12:51:14 | root | INFO GameStart: render again
12:51:14 | root | ERROR Backup: updating without a item to run!
12:52:23 | root | INFO MainMenu: start running
12:52:23 | root | INFO MainMenu: PLAY
12:52:23 | root | INFO Player created!
12:52:23 | root | DEBUG add Player movement
12:52:23 | root | DEBUG size_x: 73
12:52:23 | root | DEBUG size_y: 201
12:52:23 | root | INFO GameStart: render again
12:52:23 | root | INFO Level2 | start run
12:52:25 | root | INFO Change screen!
12:52:25 | root | INFO GameStart: render again
12:52:25 | root | ERROR Backup: updating without a item to run!
12:52:51 | root | INFO MainMenu: start running
12:52:51 | root | INFO MainMenu: PLAY
12:52:51 | root | INFO Player created!
12:52:51 | root | DEBUG add Player movement
12:52:51 | root | DEBUG size_x: 73
12:52:51 | root | DEBUG size_y: 201
12:52:51 | root | INFO GameStart: render again
12:52:51 | root | INFO Level2 | start run
12:52:55 | root | DEBUG spawn enemy
12:52:58 | root | DEBUG spawn enemy
12:53:00 | root | INFO player got hit! for 1 hp ( 9/10left )
12:53:02 | root | DEBUG spawn enemy
12:53:33 | root | INFO MainMenu: start running
12:53:34 | root | INFO MainMenu: PLAY
12:53:34 | root | INFO Player created!
12:53:34 | root | DEBUG add Player movement
12:53:34 | root | DEBUG size_x: 73
12:53:34 | root | DEBUG size_y: 201
12:53:34 | root | INFO GameStart: render again
12:53:34 | root | INFO Level2 | start run
12:53:37 | root | DEBUG spawn enemy
12:53:41 | root | DEBUG spawn enemy
12:53:45 | root | DEBUG spawn enemy
12:53:48 | root | INFO player got hit! for 1 hp ( 9/10left )
12:53:49 | root | DEBUG spawn enemy
12:53:53 | root | DEBUG spawn enemy
12:53:53 | root | INFO player got hit! for 1 hp ( 8/10left )
12:53:56 | root | DEBUG spawn enemy
12:53:56 | root | INFO player got hit! for 1 hp ( 7/10left )
12:53:58 | root | INFO 0.010281
12:54:00 | root | DEBUG spawn enemy
12:54:01 | root | INFO Change screen!
12:54:01 | root | INFO GameStart: render again
12:54:01 | root | ERROR Backup: updating without a item to run!
12:54:10 | root | INFO MainMenu: start running
12:54:11 | root | INFO MainMenu: PLAY
12:54:11 | root | INFO Player created!
12:54:11 | root | DEBUG add Player movement
12:54:11 | root | DEBUG size_x: 73
12:54:11 | root | DEBUG size_y: 201
12:54:11 | root | INFO GameStart: render again
12:54:11 | root | INFO Level2 | start run
12:54:15 | root | DEBUG spawn enemy
12:54:18 | root | DEBUG spawn enemy
12:54:22 | root | DEBUG spawn enemy
12:54:22 | root | INFO player got hit! for 1 hp ( 9/10left )
12:54:24 | root | INFO Change screen!
12:54:24 | root | INFO GameStart: render again
12:54:24 | root | ERROR Backup: updating without a item to run!
12:54:28 | root | INFO MainMenu: start running
12:54:29 | root | INFO MainMenu: PLAY
12:54:29 | root | INFO Player created!
12:54:29 | root | DEBUG add Player movement
12:54:29 | root | DEBUG size_x: 73
12:54:29 | root | DEBUG size_y: 201
12:54:29 | root | INFO GameStart: render again
12:54:29 | root | INFO Level2 | start run
12:54:33 | root | DEBUG spawn enemy
12:54:34 | root | INFO Change screen!
12:54:34 | root | INFO GameStart: render again
12:54:34 | root | ERROR Backup: updating without a item to run!
